,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status,score_proba
25457,34,66000,RENT,5.0,DEBTCONSOLIDATION,D,12000,14.3,0.18,N,6,1,0.7640055451889306
1005,26,53000,RENT,2.0,VENTURE,E,18000,17.19,0.34,Y,3,1,0.878758666001539
14047,24,100000,MORTGAGE,3.0,EDUCATION,A,10000,5.99,0.1,N,2,0,0.012643749463473528
26332,31,100000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,13000,12.61,0.13,N,7,0,0.07526776567796287
18628,35,50000,RENT,4.0,PERSONAL,C,17500,12.84,0.35,N,5,1,0.5016141241863606
16531,23,63402,RENT,3.0,VENTURE,C,6000,13.22,0.09,Y,2,0,0.06636117514448167
6625,24,50000,MORTGAGE,8.0,EDUCATION,A,3000,7.66,0.06,N,2,0,0.015396001045389357
22395,34,55000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,2500,13.49,0.05,N,7,0,0.07870080339466486
6108,26,17376,RENT,1.0,VENTURE,B,6000,10.99,0.35,N,3,1,0.5931785779583112
24446,33,53000,RENT,2.0,EDUCATION,A,10000,8.94,0.19,N,9,0,0.0999118298752656
7701,23,30000,RENT,0.0,VENTURE,B,7000,12.69,0.23,N,2,0,0.2424305922256264
11925,23,33000,RENT,0.0,DEBTCONSOLIDATION,A,11000,7.66,0.33,N,2,1,0.5864029861046586
3798,26,30000,RENT,4.0,VENTURE,B,4000,10.75,0.13,N,3,0,0.08764921694510452
16110,23,25920,RENT,4.0,PERSONAL,D,10000,15.58,0.39,N,4,1,0.9734675117907989
10147,25,65004,MORTGAGE,9.0,MEDICAL,A,4500,6.92,0.07,N,2,0,0.02827919316861819
21840,30,63552,RENT,,MEDICAL,B,6000,11.49,0.09,N,7,0,0.11577019493235526
13423,24,91000,MORTGAGE,8.0,VENTURE,A,7000,8.0,0.08,N,3,0,0.011148859732276261
7162,23,66348,RENT,0.0,VENTURE,E,7000,17.04,0.11,N,4,1,0.5519290991988645
10146,26,33996,RENT,1.0,MEDICAL,B,9600,9.88,0.28,N,2,0,0.49182468003810303
2828,25,50160,RENT,0.0,DEBTCONSOLIDATION,D,3000,14.42,0.06,N,2,1,0.6519334359408603
9939,26,51400,RENT,4.0,DEBTCONSOLIDATION,C,9000,13.61,0.18,N,2,0,0.35155230314582236
14317,25,92085,MORTGAGE,4.0,HOMEIMPROVEMENT,C,2500,15.27,0.03,Y,3,1,0.07371064773107151
8742,25,60000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,5000,15.27,0.08,Y,2,0,0.10504263138575431
22220,35,53500,MORTGAGE,3.0,MEDICAL,B,10000,9.91,0.19,N,5,0,0.10826109120290126
24003,33,34000,RENT,7.0,DEBTCONSOLIDATION,C,10000,14.22,0.29,N,9,0,0.6681282657471045
6104,22,15000,RENT,3.0,EDUCATION,D,6000,14.59,0.4,N,4,1,0.9787495587017384
8469,24,76554,RENT,8.0,HOMEIMPROVEMENT,D,7600,12.61,0.1,N,2,0,0.6256888205883553
32384,60,37200,MORTGAGE,2.0,PERSONAL,A,10000,6.54,0.27,N,27,1,0.12233163330905535
9717,26,63834,MORTGAGE,5.0,MEDICAL,B,17000,11.12,0.27,N,3,0,0.15574421167720598
30677,39,61000,MORTGAGE,3.0,VENTURE,D,14000,16.29,0.23,Y,17,0,0.448856496463067
931,25,75000,RENT,0.0,EDUCATION,A,18500,7.49,0.25,N,3,0,0.08777890819667968
23327,32,63000,RENT,9.0,DEBTCONSOLIDATION,B,8000,10.74,0.13,N,5,1,0.15864570873515524
16996,22,42000,RENT,1.0,MEDICAL,B,10000,12.42,0.24,N,4,0,0.40586184078798676
9711,24,57655,MORTGAGE,7.0,MEDICAL,D,9925,15.58,0.17,N,2,1,0.5821873268271617
19243,27,31200,MORTGAGE,4.0,EDUCATION,C,15000,14.27,0.48,Y,10,0,0.7274312197065628
26696,29,47340,RENT,5.0,DEBTCONSOLIDATION,B,2000,9.99,0.04,N,6,0,0.09758269035566813
18060,33,190000,MORTGAGE,10.0,HOMEIMPROVEMENT,D,20000,14.11,0.11,N,10,0,0.22001473455173018
5532,26,45000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,1500,7.05,0.03,N,2,0,0.03019430164474966
6337,25,49000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,18225,10.0,0.37,N,4,0,0.41989297265181813
26541,31,30000,OWN,6.0,VENTURE,B,2500,11.36,0.08,N,9,0,0.005352295242952041
32274,38,30132,RENT,,MEDICAL,C,3000,13.85,0.1,Y,14,1,0.21710827643697767
912,23,72000,RENT,3.0,MEDICAL,B,19000,10.99,0.26,N,4,0,0.23814191117132116
15825,24,100000,RENT,5.0,HOMEIMPROVEMENT,B,16000,11.12,0.16,N,3,0,0.12895494191742088
29113,32,89000,RENT,0.0,MEDICAL,A,12000,8.94,0.13,N,6,0,0.08120049151754194
31469,37,97000,MORTGAGE,7.0,PERSONAL,A,10000,,0.1,N,15,0,0.021713970480717902
16938,24,47928,RENT,1.0,MEDICAL,B,6000,12.53,0.13,N,3,0,0.19797879666675988
30695,36,68848,RENT,5.0,PERSONAL,B,8000,9.63,0.12,N,16,0,0.08052924986258274
25564,34,86100,MORTGAGE,5.0,VENTURE,A,18000,6.99,0.21,N,5,0,0.017800136381062513
2446,23,32000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,2500,12.8,0.08,Y,3,1,0.4984039336476688
14001,26,66000,RENT,10.0,PERSONAL,A,14000,6.62,0.21,N,3,0,0.08679633109540608
1749,24,10000,RENT,2.0,DEBTCONSOLIDATION,B,2000,10.25,0.2,N,2,1,0.4738157483616513
18109,32,90000,RENT,2.0,PERSONAL,B,25000,9.99,0.28,N,7,0,0.11511883405385971
32401,54,48000,OWN,20.0,PERSONAL,A,6000,8.0,0.13,N,20,0,0.006172409090786518
28036,33,140000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,13000,7.51,0.09,N,9,0,0.022757463640597782
3902,22,40000,RENT,2.0,EDUCATION,A,4000,,0.1,N,2,0,0.06970846133531801
24457,30,54000,RENT,8.0,HOMEIMPROVEMENT,A,10000,6.17,0.19,N,10,0,0.17791444303149342
10216,22,54000,RENT,6.0,PERSONAL,A,9600,7.9,0.18,N,4,0,0.10600377064559784
27967,29,34000,RENT,13.0,VENTURE,C,2000,14.72,0.06,N,5,0,0.06552152216335937
24322,28,41500,RENT,4.0,DEBTCONSOLIDATION,C,10000,,0.24,Y,6,1,0.4571730403790988
27745,32,180000,MORTGAGE,2.0,PERSONAL,C,15600,,0.09,Y,10,0,0.018308320872346264
13136,22,88812,MORTGAGE,6.0,EDUCATION,D,29000,15.65,0.33,N,2,0,0.4481280467579858
30059,38,45000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6375,7.51,0.14,N,16,0,0.07040618595112984
2581,26,33189,RENT,4.0,EDUCATION,B,3000,11.12,0.09,N,2,0,0.07704279539704861
11099,23,48000,RENT,1.0,EDUCATION,C,10000,12.84,0.21,N,4,0,0.22897725796950763
14036,24,100000,MORTGAGE,8.0,MEDICAL,A,10750,6.99,0.11,N,4,0,0.02673091640275278
10177,23,65280,OWN,4.0,MEDICAL,B,18000,10.99,0.28,N,4,0,0.03856073125061843
31605,41,110004,MORTGAGE,7.0,EDUCATION,C,25000,12.73,0.23,Y,14,0,0.030842345233384666
32018,39,55059,RENT,16.0,HOMEIMPROVEMENT,B,24000,12.53,0.44,N,11,1,0.685705012292027
30471,37,49000,MORTGAGE,3.0,MEDICAL,D,4000,15.65,0.08,N,17,1,0.4536973889019349
27445,29,140000,MORTGAGE,13.0,VENTURE,A,12600,,0.09,N,6,0,0.008675062133839962
22050,35,52000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7000,6.03,0.13,N,5,0,0.05163056618385105
22291,28,54000,MORTGAGE,1.0,PERSONAL,A,11000,6.54,0.2,N,9,0,0.05296748422460817
338,24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,0.21,N,4,1,0.049819398653204734
28840,29,69000,OWN,11.0,MEDICAL,B,6000,11.12,0.09,N,8,0,0.01055481977268939
2872,26,35000,MORTGAGE,10.0,PERSONAL,B,8000,12.69,0.23,N,3,0,0.15403359627467403
10984,25,70224,MORTGAGE,1.0,EDUCATION,C,21000,13.22,0.3,N,4,0,0.12268667899410278
8588,22,53000,MORTGAGE,6.0,EDUCATION,C,25000,13.8,0.47,N,3,1,0.4511083453340258
2145,24,48000,RENT,0.0,PERSONAL,C,2400,12.99,0.05,Y,4,0,0.09295724070216407
16922,25,65000,OWN,9.0,HOMEIMPROVEMENT,C,7000,11.66,0.11,Y,3,0,0.01989700606497561
21667,29,39000,RENT,2.0,PERSONAL,B,6000,12.69,0.15,N,5,1,0.1667820874323059
3530,22,32400,RENT,2.0,MEDICAL,D,10400,14.84,0.32,N,2,1,0.9554428654028159
22176,31,53000,MORTGAGE,15.0,VENTURE,D,10000,,0.19,N,10,0,0.30539298166289996
6032,24,11476,RENT,0.0,MEDICAL,A,5700,7.49,0.5,N,4,1,0.9484289789354915
10107,23,54000,RENT,7.0,MEDICAL,C,9500,14.65,0.18,N,2,0,0.3095063097430054
6627,24,45000,RENT,0.0,MEDICAL,E,6000,17.19,0.13,N,3,1,0.8179982410626642
17013,24,52000,MORTGAGE,6.0,VENTURE,D,12000,14.83,0.23,N,3,0,0.47607871337292657
11647,24,72000,RENT,3.0,PERSONAL,E,10000,,0.14,Y,4,0,0.5673317686611375
12503,24,82000,MORTGAGE,2.0,PERSONAL,A,8000,5.79,0.1,N,3,0,0.019576901796994953
9763,22,23900,RENT,0.0,PERSONAL,B,9000,,0.38,N,2,1,0.7304467645752372
14485,25,35400,RENT,2.0,MEDICAL,A,2000,8.49,0.06,N,2,0,0.08260547465237678
8139,23,56000,MORTGAGE,7.0,VENTURE,A,7200,6.03,0.13,N,2,0,0.01752796992134655
9369,23,61440,OWN,6.0,PERSONAL,B,2500,,0.04,N,3,0,0.005407895463561726
478,25,56544,RENT,3.0,EDUCATION,B,23000,,0.41,N,2,1,0.41362535957389046
21489,34,48000,MORTGAGE,2.0,PERSONAL,A,10000,7.14,0.21,N,10,0,0.06625804941793835
6761,22,15090,RENT,0.0,EDUCATION,A,7000,8.94,0.46,N,4,1,0.8414511395597295
22343,30,54600,MORTGAGE,11.0,VENTURE,B,2500,9.99,0.05,N,7,0,0.015008119341055106
4983,24,36100,RENT,4.0,DEBTCONSOLIDATION,D,5000,12.92,0.14,Y,3,1,0.7773889478950639
15538,24,144000,MORTGAGE,,DEBTCONSOLIDATION,C,8000,14.72,0.06,N,4,0,0.06358580656966112
28742,33,63996,MORTGAGE,15.0,EDUCATION,A,3200,5.42,0.05,N,8,0,0.010245340211538941
29326,38,21600,OWN,1.0,EDUCATION,C,4750,15.23,0.22,Y,16,0,0.05452657808946491
26174,30,97192,MORTGAGE,3.0,PERSONAL,A,6500,7.29,0.07,N,10,0,0.01735387897536689
30076,36,45000,OWN,4.0,DEBTCONSOLIDATION,D,8000,14.74,0.18,Y,13,0,0.307434014066275
8206,21,27600,RENT,4.0,EDUCATION,A,7500,6.76,0.27,N,4,0,0.2549299518650804
29568,45,22178,RENT,3.0,VENTURE,A,2500,5.99,0.11,N,11,0,0.04640568720120275
14064,24,81000,RENT,2.0,DEBTCONSOLIDATION,C,14000,14.17,0.17,N,4,0,0.24076703499087712
10303,25,66252,OWN,10.0,MEDICAL,C,5000,12.53,0.08,Y,4,0,0.013889028401499394
8649,23,30000,RENT,0.0,MEDICAL,C,8000,13.49,0.27,Y,2,0,0.6167827225703677
9546,24,131400,RENT,8.0,DEBTCONSOLIDATION,D,8000,15.99,0.06,N,2,1,0.5544890108470233
12115,25,80000,MORTGAGE,4.0,MEDICAL,C,25000,13.49,0.31,N,2,0,0.17202482367421335
18001,28,200000,MORTGAGE,12.0,EDUCATION,A,25000,7.9,0.13,N,9,0,0.004544333088507845
298,25,174708,RENT,9.0,VENTURE,B,9000,10.59,0.05,N,3,0,0.02181096319367154
24294,29,71000,OWN,13.0,MEDICAL,A,14000,7.14,0.2,N,5,0,0.01164268372680444
3811,24,31200,RENT,3.0,DEBTCONSOLIDATION,B,4000,12.42,0.13,N,4,0,0.25828934258026
3514,24,37000,RENT,8.0,MEDICAL,D,10500,,0.28,N,2,0,0.8968731870143349
29415,42,22000,RENT,,DEBTCONSOLIDATION,A,1000,7.29,0.05,N,13,0,0.0820877684568713
18828,27,18576,RENT,4.0,MEDICAL,B,1400,9.99,0.08,N,6,0,0.13694698827417817
24143,29,70000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,3000,9.63,0.04,N,9,0,0.0413673671259074
27211,30,114000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,15000,6.54,0.13,N,6,1,0.02515020613606938
7435,24,53000,MORTGAGE,8.0,HOMEIMPROVEMENT,D,10000,14.91,0.19,N,4,0,0.6814152882549662
20186,27,39000,RENT,1.0,PERSONAL,B,4000,10.74,0.1,N,9,0,0.10299462245018919
23095,28,52000,RENT,1.0,VENTURE,C,8000,,0.15,N,8,0,0.10147957696363737
32287,36,44000,RENT,4.0,DEBTCONSOLIDATION,D,8000,17.49,0.18,N,15,1,0.8621073419497856
26415,28,101000,MORTGAGE,4.0,EDUCATION,B,5000,9.91,0.05,N,5,0,0.017247839441010757
30951,37,48000,RENT,6.0,PERSONAL,B,4200,10.59,0.09,N,14,0,0.08244674541856588
11454,22,45000,RENT,6.0,PERSONAL,A,4000,7.9,0.09,N,2,0,0.060547654621592985
893,22,14400,RENT,2.0,VENTURE,E,1000,16.69,0.07,Y,3,1,0.5384398271512185
22669,35,57000,MORTGAGE,8.0,MEDICAL,A,5500,7.49,0.1,N,5,0,0.03788382422228388
9996,24,65000,MORTGAGE,2.0,EDUCATION,D,20000,14.09,0.31,Y,3,0,0.5843163429345613
1482,25,43000,RENT,9.0,MEDICAL,A,1200,8.49,0.03,N,2,0,0.05717287758119121
26609,28,108000,MORTGAGE,6.0,EDUCATION,B,27400,10.99,0.25,N,7,0,0.023916674548863075
17376,23,75000,RENT,3.0,EDUCATION,A,13200,6.17,0.18,N,3,0,0.05562157294955847
8375,22,60000,RENT,6.0,EDUCATION,C,7500,11.34,0.13,Y,4,0,0.09976528096062359
16563,25,19200,RENT,3.0,MEDICAL,B,5000,10.99,0.26,N,2,1,0.5566634066492361
11746,25,75000,MORTGAGE,9.0,VENTURE,D,7500,12.61,0.1,Y,4,0,0.17606228933272164
31180,42,80000,MORTGAGE,8.0,PERSONAL,B,5000,11.99,0.06,N,17,0,0.026425645770007253
18454,27,100000,RENT,4.0,MEDICAL,B,20000,11.12,0.2,N,9,0,0.11667448328958115
25363,28,84000,MORTGAGE,12.0,MEDICAL,B,20500,10.0,0.24,N,5,0,0.06874191378970747
9223,26,54000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,8000,11.89,0.15,N,2,1,0.11425552216678377
29277,38,83000,RENT,3.0,HOMEIMPROVEMENT,G,22250,23.22,0.27,Y,12,1,0.995983458046846
22271,27,58500,RENT,11.0,VENTURE,B,6400,12.53,0.11,N,5,0,0.05822735059904576
6626,24,50740,RENT,0.0,MEDICAL,A,6000,9.63,0.12,N,3,0,0.12981741678129413
13285,23,31000,RENT,5.0,DEBTCONSOLIDATION,B,12500,10.65,0.4,N,4,1,0.808648610697596
21025,27,45000,MORTGAGE,11.0,PERSONAL,B,3450,11.99,0.08,N,7,0,0.037771108392985565
3915,21,36000,RENT,5.0,HOMEIMPROVEMENT,C,4000,12.99,0.11,N,4,1,0.26701412270332303
30067,37,60000,RENT,17.0,VENTURE,A,5000,6.17,0.08,N,13,0,0.022523012142418773
22808,34,26400,RENT,0.0,DEBTCONSOLIDATION,C,7750,12.87,0.29,Y,5,0,0.7042599921830525
7708,22,30000,RENT,6.0,MEDICAL,B,7000,9.62,0.23,N,4,1,0.3807266267617629
7135,23,66000,RENT,2.0,EDUCATION,A,7000,7.66,0.11,N,3,0,0.048021967677625926
12090,22,79618,MORTGAGE,6.0,EDUCATION,A,7000,7.74,0.09,N,3,0,0.016270534190955803
20017,35,31732,MORTGAGE,0.0,DEBTCONSOLIDATION,C,8000,13.92,0.25,N,5,1,0.4038722849644288
28089,34,28000,OWN,1.0,HOMEIMPROVEMENT,B,3000,9.99,0.11,N,5,0,0.022883967142836623
31281,36,72800,RENT,1.0,VENTURE,A,12000,7.66,0.16,N,12,0,0.042665281353299396
21863,30,50000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,5000,10.95,0.1,N,9,0,0.08141167331900513
29170,45,225000,MORTGAGE,9.0,PERSONAL,C,10000,,0.04,Y,11,0,0.015775553790744645
6712,22,60000,RENT,5.0,EDUCATION,B,6000,11.49,0.1,N,4,0,0.06933227628700589
8567,22,59000,MORTGAGE,5.0,MEDICAL,A,6000,,0.1,N,2,0,0.050048241779080384
25988,27,80000,RENT,8.0,HOMEIMPROVEMENT,F,12800,18.67,0.16,Y,6,0,0.8231221795185638
23018,28,42682,RENT,1.0,PERSONAL,A,8000,6.03,0.19,N,9,0,0.12722203857405504
2717,25,44004,RENT,3.0,MEDICAL,D,12000,15.31,0.27,Y,3,1,0.902699686487298
23680,32,65000,OWN,12.0,VENTURE,B,10000,11.99,0.15,N,5,0,0.0060561912450866895
2839,23,35000,OWN,7.0,MEDICAL,B,5000,11.71,0.14,N,4,0,0.02380838953265924
31444,38,95000,MORTGAGE,5.0,EDUCATION,A,4000,9.63,0.04,N,12,0,0.013292647595154507
25734,34,90000,MORTGAGE,15.0,VENTURE,A,15000,6.99,0.17,N,6,0,0.012759981484015082
16097,26,105000,RENT,1.0,DEBTCONSOLIDATION,B,12100,,0.12,N,3,0,0.11613007792569638
14045,25,100000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,17600,10.59,0.18,N,2,0,0.06051346115567955
7968,23,85000,RENT,0.0,EDUCATION,B,7000,10.74,0.08,N,3,0,0.05092389009016762
5734,25,46000,MORTGAGE,5.0,EDUCATION,B,23500,10.25,0.51,N,4,0,0.49890630251836227
138,25,216000,MORTGAGE,2.0,EDUCATION,D,25000,16.07,0.12,N,3,0,0.09126065145956032
1283,26,54000,RENT,2.0,VENTURE,D,16000,14.83,0.3,N,2,1,0.7814806838123367
10940,26,70000,MORTGAGE,1.0,MEDICAL,C,7000,14.26,0.1,Y,4,0,0.08419866635284622
5142,22,44000,MORTGAGE,2.0,PERSONAL,A,3500,5.99,0.08,N,2,0,0.02336009540319699
21506,32,25200,RENT,,MEDICAL,D,6000,16.49,0.24,Y,5,1,0.9235445684987383
1616,24,39000,RENT,3.0,EDUCATION,A,1500,8.49,0.04,N,3,1,0.0349138691096287
5410,23,45000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,1450,,0.03,N,2,0,0.041123403359989465
22099,33,52000,MORTGAGE,1.0,EDUCATION,C,12000,13.85,0.23,N,5,0,0.1250628190820726
24775,27,75288,MORTGAGE,12.0,MEDICAL,B,18050,10.0,0.24,N,10,0,0.08776566500936794
27614,28,150000,MORTGAGE,6.0,VENTURE,A,10000,8.07,0.07,N,8,0,0.007979616387301167
20512,27,49200,RENT,4.0,DEBTCONSOLIDATION,C,4800,14.65,0.1,N,7,0,0.24300757159610847
17378,23,74800,MORTGAGE,4.0,MEDICAL,C,8400,14.65,0.1,N,4,1,0.07669373404364792
14787,24,115000,OWN,8.0,DEBTCONSOLIDATION,D,35000,16.89,0.3,Y,4,0,0.13442423222526068
28975,29,47000,RENT,2.0,MEDICAL,B,5000,10.62,0.11,N,9,0,0.1526529183595188
26093,35,33000,OWN,0.0,EDUCATION,C,2000,13.98,0.06,Y,6,0,0.0086275351148709
18959,32,30000,OWN,2.0,EDUCATION,B,10000,9.91,0.33,N,8,0,0.07309050920715066
31589,36,42000,RENT,2.0,VENTURE,B,2000,11.14,0.05,N,11,0,0.042005456952322016
4077,22,40000,MORTGAGE,3.0,MEDICAL,B,6700,10.65,0.17,N,4,0,0.12582576932343037
13191,24,90000,MORTGAGE,7.0,EDUCATION,B,35000,10.65,0.39,N,3,0,0.06125072323996274
10223,22,55000,RENT,3.0,MEDICAL,A,9600,8.9,0.17,N,4,0,0.15402214697645733
12787,25,85000,MORTGAGE,10.0,VENTURE,B,16000,10.99,0.19,N,2,0,0.0257112887006232
12893,22,75000,RENT,6.0,EDUCATION,A,12000,,0.16,N,2,0,0.06573247225677391
502,26,56000,RENT,7.0,MEDICAL,E,22000,17.19,0.39,N,3,1,0.958601078906123
9771,22,26000,RENT,0.0,DEBTCONSOLIDATION,C,9000,12.73,0.35,N,4,1,0.8317264771640394
1886,21,30000,MORTGAGE,5.0,PERSONAL,A,7600,6.03,0.25,N,4,0,0.12133671246789945
19012,32,30000,MORTGAGE,6.0,VENTURE,A,10000,7.51,0.33,N,9,0,0.16479316639998734
16845,26,70000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,8000,14.84,0.11,N,3,0,0.5091694632037794
13207,24,90000,MORTGAGE,8.0,PERSONAL,B,8000,9.91,0.09,N,4,0,0.02572607226780532
2118,25,40000,RENT,9.0,EDUCATION,A,2400,5.42,0.06,N,3,0,0.03041958323241849
29830,40,51000,RENT,1.0,MEDICAL,B,4000,11.12,0.08,N,14,0,0.12173627808404984
14702,24,112000,MORTGAGE,0.0,EDUCATION,A,3000,5.99,0.03,N,3,0,0.011209479692105818
22013,27,51600,MORTGAGE,12.0,MEDICAL,A,6000,8.9,0.12,N,9,0,0.050230711145796865
31627,41,115000,MORTGAGE,2.0,PERSONAL,D,20000,14.61,0.17,N,11,0,0.24199654774638044
27432,27,140000,MORTGAGE,11.0,MEDICAL,A,2700,,0.02,N,9,0,0.02608035173842638
22598,33,56000,MORTGAGE,2.0,PERSONAL,A,11500,7.14,0.21,N,10,0,0.05792144485865479
20365,27,30000,RENT,0.0,MEDICAL,C,4500,14.65,0.15,N,9,0,0.3540166660349497
17134,24,75000,RENT,4.0,VENTURE,B,20000,8.88,0.27,N,2,0,0.09431062628277707
25286,34,60000,RENT,3.0,VENTURE,A,12000,6.92,0.2,N,9,0,0.06385982765352831
27598,27,150000,OWN,0.0,EDUCATION,A,10000,8.59,0.07,N,6,0,0.0024083854838397216
21893,31,75000,RENT,2.0,VENTURE,A,6000,7.68,0.08,N,10,0,0.028626747403574286
22799,27,58000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12000,7.51,0.21,N,8,0,0.10659365784390165
3691,21,17500,RENT,0.0,DEBTCONSOLIDATION,C,4000,13.22,0.23,Y,4,1,0.6312534486605793
25667,31,89000,MORTGAGE,8.0,PERSONAL,D,12250,15.05,0.14,N,8,0,0.3159010627095937
29902,39,64000,RENT,9.0,DEBTCONSOLIDATION,C,4800,12.73,0.07,N,16,0,0.14911106550955439
17663,22,33000,RENT,1.0,EDUCATION,B,5000,10.25,0.15,N,2,0,0.12861895741703755
20612,27,42000,OWN,4.0,EDUCATION,C,10000,14.65,0.24,N,7,0,0.04140166245099137
12260,25,80000,MORTGAGE,0.0,MEDICAL,A,10000,5.79,0.13,N,4,0,0.036881464911775456
7855,23,43000,RENT,7.0,EDUCATION,E,7000,,0.16,N,4,0,0.6328729854144767
23132,27,56888,RENT,8.0,HOMEIMPROVEMENT,D,8000,16.29,0.14,N,5,0,0.7751567652548824
4905,26,39516,RENT,0.0,MEDICAL,A,5000,7.74,0.13,N,3,0,0.13851764273452466
21653,28,42328,RENT,5.0,MEDICAL,A,6000,8.63,0.14,N,7,0,0.14216956177760354
3185,22,36000,MORTGAGE,,MEDICAL,A,7275,6.03,0.2,N,3,0,0.1049859092773107
31936,39,70000,MORTGAGE,7.0,VENTURE,A,12500,7.9,0.18,N,13,0,0.021798699754406577
13861,24,97000,MORTGAGE,6.0,PERSONAL,B,8000,11.11,0.08,N,4,0,0.025564276741877175
17842,31,73000,RENT,8.0,EDUCATION,E,35000,19.29,0.48,Y,10,1,0.9151545590131865
14647,25,110000,OTHER,8.0,VENTURE,A,8000,9.32,0.07,N,3,0,0.01621952401080375
26339,28,100000,MORTGAGE,12.0,PERSONAL,A,10000,5.42,0.1,N,8,0,0.013846000379288006
19489,31,50000,RENT,9.0,DEBTCONSOLIDATION,A,12000,6.03,0.24,N,6,0,0.23533270167993248
19800,30,36000,MORTGAGE,9.0,EDUCATION,B,1750,11.11,0.05,N,8,0,0.022610705488217517
31234,42,82000,MORTGAGE,13.0,HOMEIMPROVEMENT,E,26800,,0.33,Y,15,0,0.6656198336748596
21497,31,48000,OWN,0.0,HOMEIMPROVEMENT,B,20000,10.62,0.42,N,7,0,0.20259697928159368
21993,27,51000,OWN,3.0,HOMEIMPROVEMENT,A,3500,7.88,0.07,N,5,0,0.009635516832401212
13147,26,104000,RENT,3.0,PERSONAL,B,12000,12.21,0.12,N,3,0,0.0697371151655206
10649,22,36396,RENT,4.0,EDUCATION,A,10000,5.42,0.27,N,3,0,0.1931931766551504
27269,33,60000,RENT,0.0,PERSONAL,C,15000,13.79,0.25,Y,7,0,0.2825950402374489
13025,26,86004,RENT,0.0,EDUCATION,C,12000,12.99,0.14,N,2,0,0.09226378494390346
11438,26,75000,MORTGAGE,10.0,VENTURE,B,5000,9.91,0.07,N,3,0,0.015589163902890335
20760,27,40000,RENT,3.0,EDUCATION,A,5000,7.29,0.13,N,5,0,0.06918771460533198
1189,24,54000,RENT,0.0,PERSONAL,G,16750,20.11,0.31,Y,2,1,0.9967866440222392
24269,34,70596,MORTGAGE,18.0,DEBTCONSOLIDATION,B,10000,11.26,0.14,N,9,0,0.06631633426306599
11293,23,55000,RENT,4.0,EDUCATION,B,10000,10.37,0.18,N,4,0,0.11434425070547198
30942,36,46000,RENT,2.0,DEBTCONSOLIDATION,C,10000,12.53,0.22,N,14,0,0.4362266106019045
18522,30,23748,MORTGAGE,,MEDICAL,C,6100,14.27,0.26,Y,10,1,0.42764361859566286
31663,40,120000,MORTGAGE,6.0,PERSONAL,B,9600,10.59,0.08,N,14,0,0.020806231372768796
4029,26,39996,MORTGAGE,10.0,VENTURE,A,6500,8.32,0.16,N,3,0,0.030416115171577347
743,26,78000,RENT,8.0,HOMEIMPROVEMENT,C,20000,13.85,0.26,Y,4,0,0.33014548108502295
10066,24,25000,RENT,3.0,MEDICAL,A,9450,6.62,0.38,N,4,1,0.701474480437793
11051,24,71496,MORTGAGE,5.0,PERSONAL,D,15000,15.95,0.21,Y,3,0,0.47850864484961236
6030,23,66500,RENT,0.0,VENTURE,A,5675,,0.09,N,2,0,0.043478367614583284
1098,22,49176,RENT,7.0,MEDICAL,C,17500,13.85,0.36,N,2,1,0.6586173607561467
29094,30,40000,RENT,8.0,VENTURE,A,2500,5.79,0.06,N,8,0,0.024419098658761882
20004,31,55000,RENT,2.0,EDUCATION,A,3600,7.51,0.07,N,7,0,0.039170038188281894
23795,30,65136,MORTGAGE,0.0,PERSONAL,C,6250,12.87,0.1,Y,9,0,0.05477416004971441
9662,26,55000,RENT,10.0,MEDICAL,A,8400,8.94,0.15,N,3,0,0.12440881491029195
23945,27,30000,RENT,0.0,PERSONAL,C,10000,12.68,0.33,N,9,1,0.6442088013853596
1570,24,32304,RENT,8.0,MEDICAL,B,1500,9.91,0.05,N,3,1,0.09242120304316878
16795,24,52000,MORTGAGE,8.0,VENTURE,B,15000,10.0,0.29,N,4,0,0.09146059350567316
29473,41,14400,RENT,,PERSONAL,B,1800,,0.13,N,17,0,0.16427201945618297
30161,42,85000,RENT,3.0,VENTURE,C,5750,12.99,0.07,Y,15,0,0.05184069544815676
22113,29,37000,RENT,1.0,MEDICAL,B,6500,,0.18,N,8,0,0.2832907156546918
200,24,70000,RENT,3.0,EDUCATION,B,25000,11.86,0.36,N,4,1,0.24516769816049486
